Installation Name,Stop ID,Site,Asset Installed (F),Product Name,Council District,Project Type,Project Planning,Installation Status,Site Design Status,Site Design,Install Completed (A),Shelter Size,Power Source,Power AP ID
Ridge Av & Green Ln,12275,Ridge Av & Green Ln - Shelter 187,,Static Bus Shelter,4,Refresh D&I,Philly Bus Shelter - Static - FY6,Not Yet Started,Not Yet Started,Ridge Av & Green Ln,,,,
Ridge Av & Hermitage St - Shelter 188,18045,Ridge Av & Hermitage St - Shelter 188,,Static Bus Shelter,4,New Design & Install,Philly Static Bus Shelters - Legacy,Not Yet Started,Completed,Ridge Av & Hermitage St - Shelter 188,,,,
Ridge Av & Hermitage St SW,18045,Ridge Av & Hermitage St - Shelter 188,,Static Bus Shelter,4,Refresh D&I,Philly Bus Shelter - Static - FY6,Not Yet Started,Not Yet Started,Ridge Av & Hermitage St SW,,,,
Ridge Av & Lyceum Av NW,123,Ridge Av & Lyceum Av NW,,Static Bus Shelter,4,New Design & Install,Philly Static Bus Shelter - Alternative FY5,Not Yet Started,Not Yet Started,Ridge Av & Lyceum Av NW,,,,
Ridge Av & Melon St SE,17863,Ridge Av & Melon St SE,,Static Bus Shelter,5,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Ridge Av & Melon St SE,,,,
Ridge Av & Midvale Av NW,226,Ridge Av & Midvale Av NW,,Static Bus Shelter,4,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Ridge Av & Midvale Av NW,,,,
Ridge Av & Monastery Av SE,16021,Ridge Av & Monastery Av SE,,Static Bus Shelter,4,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Ridge Av & Monastery Av SE,,,,
Rising Sun Av & Cheltenham Av NW,16732,Rising Sun Av & Cheltenham Av NW,,Static Bus Shelter,9,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Rising Sun Av & Cheltenham Av NW,,,,
Rising Sun Av & Duncannon Av NW,17964,Rising Sun Av & Duncannon Av NW,,Static Bus Shelter,9,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Rising Sun Av & Duncannon Av NW,,,,
Rising Sun Av & Longshore Av NW,16434,Rising Sun Av & Longshore Av NW,,Static Bus Shelter,9,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Rising Sun Av & Longshore Av NW,,,,
Rising Sun Av & Olney Av NE,379,Rising Sun Av & Olney Av NE,,Static Bus Shelter,9,New Design & Install,Philly Static Bus Shelter - Future Sites,Ready for Engineering,Ready for Engineering,Rising Sun Av & Olney Av NE,,,,
Rising Sun Av & Roosevelt Blvd SW,17966,Rising Sun Av & Roosevelt Blvd SW,,Static Bus Shelter,9,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Rising Sun Av & Roosevelt Blvd SW,,,,
Rising Sun Av & Saint Vincent St NW,16431,Rising Sun Av & Saint Vincent St NW,,Static Bus Shelter,9,New Design & Install,Philly Static Bus Shelter - Alternative FY5,Pending Placement Approval,Pending Placement Approval,Rising Sun Av & Saint Vincent St NW,,,,
Rising Sun Av & Van Kirk St SE,16731,Rising Sun Av & Van Kirk St SE,,Static Bus Shelter,9,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Rising Sun Av & Van Kirk St SE,,,,
Roosevelt Blvd & Borbeck Av NW,22907,Roosevelt Blvd & Borbeck Av NW,,Static Bus Shelter,10,Refresh D&I,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Roosevelt Blvd & Borbeck Av NW,,,,
Roosevelt Blvd & C St - FS NE,22409,Roosevelt Blvd & C St - FS NE,,Static Bus Shelter,7,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Roosevelt Blvd & C St - FS NE,,,,
Roosevelt Blvd & Harbison Av NW,22919,Roosevelt Blvd & Harbison Av NW,,Static Bus Shelter,6,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Roosevelt Blvd & Harbison Av NW,,,,
Roosevelt Blvd & Levick St SE,22481,Roosevelt Blvd & Levick St SE,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY5,Pending Placement Approval,Pending Placement Approval,Roosevelt Blvd & Levick St SE,,,,no as built
Roosevelt Blvd & Magee Av SE,22483,Roosevelt Blvd & Magee Av SE,,Static Bus Shelter,6,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Roosevelt Blvd & Magee Av SE,,,,
Roosevelt Blvd & Rising Sun Av NW,23046,Roosevelt Blvd & Rising Sun Av NW,,Static Bus Shelter,7,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Roosevelt Blvd & Rising Sun Av NW,,,,
Roosevelt Blvd & Tyson Av SE,22487,Roosevelt Blvd & Tyson Av SE,,Static Bus Shelter,6,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Roosevelt Blvd & Tyson Av SE,,,,
Snyder Av & 19th St SW,24247,Snyder Av & 19th St SW,,Static Bus Shelter,2,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Temporarily Suspended,Snyder Av & 19th St SW,,Narrow,,
Snyder Av & 23rd St SW,24244,Snyder Av & 23rd St SW,,Static Bus Shelter,2,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Temporarily Suspended,Snyder Av & 23rd St SW,,,,
Snyder Av & 7th St NE,24282,Snyder Av & 7th St NE,,Static Bus Shelter,1,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Snyder Av & 7th St NE,,,,
Snyder Av & Broad St,632,Snyder Av & Broad St,,Static Bus Shelter,2,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Snyder Av & Broad St,,Narrow,,
Snyder Av & Broad St NE,613,Snyder Av & Broad St NE,,Static Bus Shelter,1,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Snyder Av & Broad St NE,,,,
Somerset St & Kensington Av NE,21262,Somerset St & Kensington Av NE,,Static Bus Shelter,7,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Temporarily Suspended,Somerset St & Kensington Av NE,,,,
Spring Garden St & 5th St SW,22027,Spring Garden St & 5th St SW,,Static Bus Shelter,1,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Spring Garden St & 5th St SW,,,,
Spring Garden St & Broad St NE,689,Spring Garden St & Broad St NE,,Static Bus Shelter,5,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Spring Garden St & Broad St NE,,,,
Spruce St & 34th St SW,22233,Spruce St & 34th St SW,,Static Bus Shelter,3,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Spruce St & 34th St SW,,Small,PECO MH,
Spruce St & 49th St - Shelter 142 Removal,22192,Spruce St & 49th St - Shelter 142,,Static Bus Shelter,3,Removal D&I,Philly Static Bus Shelter Removals,Removed,Completed,Spruce St & 49th St - Shelter 142 Removal,,,,
Spruce St & 49th St NE,22192,Spruce St & 49th St - Shelter 142,,Static Bus Shelter,3,Refresh D&I,Philly Bus Shelter - Static - FY6,Not Yet Started,Not Yet Started,Spruce St & 49th St NE,,,,
Stenton Av & Rittenhouse St SW,18474,Stenton Av & Rittenhouse St SW,,Static Bus Shelter,8,New Design & Install,Philly Bus Shelter - Static - FY5,Pending Placement Approval,Pending Placement Approval,Stenton Av & Rittenhouse St SW,,,,no as built
Susquehanna Av & Broad St NE,653,Susquehanna Av & Broad St NE,,Static Bus Shelter,5,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Susquehanna Av & Broad St NE,,Narrow,,
Torresdale Av & Benner St NW,17974,Torresdale Av & Benner St NW,,Static Bus Shelter,6,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Torresdale Av & Benner St NW,,,,
Torresdale Av & Bridge St NW,502,Torresdale Av & Bridge St NW,,Static Bus Shelter,7,New Design & Install,Philly Bus Shelter - Static - FY5,Pending Placement Approval,Pending Placement Approval,Torresdale Av & Bridge St NW,,,,no as built
Torresdale Av & Kensington Av - FS SE,30289,Torresdale Av & Kensington Av - FS SE,,Static Bus Shelter,1,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Torresdale Av & Kensington Av - FS SE,,,,
Torresdale Av & Knorr St NW,17951,Torresdale Av & Knorr St NW,,Static Bus Shelter,6,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Torresdale Av & Knorr St NW,,,,
Torresdale Av & Magee Av NW,17957,Torresdale Av & Magee Av NW,,Static Bus Shelter,6,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Torresdale Av & Magee Av NW,,,,
Torresdale Av & Wakeling St NW,17984,Torresdale Av & Wakeling St NW,,Static Bus Shelter,7,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Torresdale Av & Wakeling St NW,,,,
Upsal St & Woolston Av SW,15484,Upsal St & Woolston Av SW,,Static Bus Shelter,9,New Design & Install,Philly Static Bus Shelter - Future Sites,Ready for Engineering,Ready for Engineering,Upsal St & Woolston Av SW,,,,
Vine St & 19th St - Shelter 135,1321,Vine St & 19th St - Shelter 135,,Static Bus Shelter,5,Conversion D&I,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Vine St & 19th St - Shelter 135,,,,
Walnut St & 23rd St NE,131,Walnut St & 23rd St NE,,Static Bus Shelter,2,Refresh D&I,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Walnut St & 23rd St NE,,Narrow,,
Walnut St & 39th St - Shelter 639,21364,Walnut St & 39th St - Shelter 639,,Static Bus Shelter,3,Conversion D&I,Philly Static Bus Shelter - Future Sites,Not Yet Started,Temporarily Suspended,Walnut St & 39th St - Shelter 639,,,,
Walnut St & Broad St - MBNS - Shelter WA14,130,Walnut St & Broad St - MBNS - Shelter WA14,,Static Bus Shelter,1,Conversion D&I,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Walnut St & Broad St - MBNS - Shelter WA14,,High Rider,,
Weccacoe Av & Wolf St - MBNS - Shelter 309,30090,Weccacoe Av & Wolf St - MBNS - Shelter 309,,Static Bus Shelter,1,Conversion D&I,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Weccacoe Av & Wolf St - MBNS - Shelter 309,,,,
Willits Rd & Ashton Rd NE,398,Willits Rd & Ashton Rd NE,,Static Bus Shelter,6,New Design & Install,Philly Bus Shelter - Static - FY5,Pending Placement Approval,Pending Placement Approval,Willits Rd & Ashton Rd NE,,,,no as built
Woodland & Av 70th St,20707,Woodland & Av 70th St,,Static Bus Shelter,2,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Woodland & Av 70th St,,,,
Wyoming Av & 5th St SW,1046,Wyoming Av & 5th St SW,,Static Bus Shelter,7,New Design & Install,Philly Static Bus Shelter - Future Sites,Not Yet Started,Not Yet Started,Wyoming Av & 5th St SW,,,,
York St & 26th St NE,16388,York St & 26th St - Shelter 146,,Static Bus Shelter,5,Refresh D&I,Philly Bus Shelter - Static - FY6,Not Yet Started,Not Yet Started,York St & 26th St NE,,,,
